KeggID	Kegg Definition	Module ID	Module Definition	Submodule1	Submodule2	SuperModule
K08475	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]	M00503	PgtB-PgtA (phosphoglycerate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K08476	pgtA; two-component system, NtrC family, phosphoglycerate transport system response regulator PgtA	M00503	PgtB-PgtA (phosphoglycerate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]	M00504	DctB-DctD (C4-dicarboxylate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K10126	dctD; two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD	M00504	DctB-DctD (C4-dicarboxylate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11383	kinB1, kinB; two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]	M00505	KinB-AlgB (alginate production) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11384	algB; two-component system, NtrC family, response regulator AlgB	M00505	KinB-AlgB (alginate production) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	M00506	CheA-CheYBV (chemotaxis) two-component regulatory system [PATH:map02020 map02030] [BR:ko02022 ko02030 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K03413	cheY; two-component system, chemotaxis family, response regulator CheY	M00506	CheA-CheYBV (chemotaxis) two-component regulatory system [PATH:map02020 map02030] [BR:ko02022 ko02030 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K03412	cheB; two-component system, chemotaxis family, response regulator CheB [EC:3.1.1.61]	M00506	CheA-CheYBV (chemotaxis) two-component regulatory system [PATH:map02020 map02030] [BR:ko02022 ko02030 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K13924	cheBR; two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]	M00506	CheA-CheYBV (chemotaxis) two-component regulatory system [PATH:map02020 map02030] [BR:ko02022 ko02030 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K03415	cheV; two-component system, chemotaxis family, response regulator CheV	M00506	CheA-CheYBV (chemotaxis) two-component regulatory system [PATH:map02020 map02030] [BR:ko02022 ko02030 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K06596	chpA; chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)	M00507	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K02487	pilL; type IV pili sensor histidine kinase and response regulator	M00507	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K02657	pilG; twitching motility two-component system response regulator PilG	M00507	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K02658	pilH; twitching motility two-component system response regulator PilH	M00507	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K06597	chpB; chemosensory pili system protein ChpB (putative protein-glutamate methylesterase)	M00507	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K11526	pixL; two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL	M00508	PixL-PixGH (positive phototaxis) two-component regulatory system [PATH:map02020] [BR:ko02022 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K11522	pixG; two-component system, chemotaxis family, response regulator PixG	M00508	PixL-PixGH (positive phototaxis) two-component regulatory system [PATH:map02020] [BR:ko02022 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K11523	pixH; two-component system, chemotaxis family, response regulator PixH	M00508	PixL-PixGH (positive phototaxis) two-component regulatory system [PATH:map02020] [BR:ko02022 ko02035]	Two-component regulatory system	Environmental information processing	Functional set
K13490	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator Wsp	M00509	WspE-WspRF (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11444	wspR; two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	M00509	WspE-WspRF (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K13491	wspF; two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]	M00509	WspE-WspRF (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11354	cph1; two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]	M00510	Cph1-Rcp1 (light response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11355	rcp1; two-component system, chemotaxis family, response regulator Rcp1	M00510	Cph1-Rcp1 (light response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07716	pleC; two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]	M00511	PleC-PleD (cell fate control) two-component regulatory system [PATH:map02020 map04112] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11357	divJ; two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]	M00511	PleC-PleD (cell fate control) two-component regulatory system [PATH:map02020 map04112] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K02489	pleC1; two-component system, cell cycle sensor kinase and response regulator [EC:2.7.13.3]	M00511	PleC-PleD (cell fate control) two-component regulatory system [PATH:map02020 map04112] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K02488	pleD; two-component system, cell cycle response regulator	M00511	PleC-PleD (cell fate control) two-component regulatory system [PATH:map02020 map04112] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11443	divK; two-component system, cell cycle response regulator DivK	M00511	PleC-PleD (cell fate control) two-component regulatory system [PATH:map02020 map04112] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K13591	popA; two-component system, cell cycle response regulator PopA	M00511	PleC-PleD (cell fate control) two-component regulatory system [PATH:map02020 map04112] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system [PATH:map02020 map04112] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K13584	ctrA; two-component system, cell cycle response regulator CtrA	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system [PATH:map02020 map04112] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K13589	cpdR; two-component system, cell cycle response regulator CpdR	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system [PATH:map02020 map04112] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K10909	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system [PATH:map02020 map05111] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K10916	cqsS; two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system [PATH:map02020 map05111] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K10911	luxU; two-component system, phosphorelay protein LuxU	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system [PATH:map02020 map05111] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K10912	luxO; two-component system, repressor protein LuxO	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system [PATH:map02020 map05111] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K13040	ttrS; two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
