KeggID	K1_Kegg Definition	K1_Pathway	K1_Subgroup	K1_Group
K13833	SPECT; sporozoite microneme protein	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13834	SPECT2; sporozoite microneme protein 2	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13835	CELTOS; cell-traversal protein for ookinetes and sporozoites	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13836	CSP; circumsporozoite protein	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06257	SDC1; syndecan 1	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K16336	SDC2; syndecan 2	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13837	TRAP; thrombospondin-related anonymous protein	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K04550	LRP1, CD91; low-density lipoprotein receptor-related protein 1 (alpha-2-macroglobulin receptor)	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06508	CD81, TAPA1, TSPAN28; CD81 antigen	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K05460	HGF; hepatocyte growth factor	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K05099	MET, HGFR; proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13838	MSP1; merozoite surface protein 1	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13839	MSP2; merozoite surface protein 2	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13840	MSP3; merozoite surface protein 3	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13841	MSP4; merozoite surface protein 4	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13842	MSP5; merozoite surface protein 5	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13843	MSP6; merozoite surface protein 6	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13844	MSP8; merozoite surface protein 8	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13845	AMA-1; apical merozoite antigen 1	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13846	PVDR, DBP; Duffy binding protein	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06574	FY, DARC; Duffy blood group glycoprotein	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13847	EBA175; erythrocyte-binding antigen 175	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06575	GYPA_B, MNS; glycophorin	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13848	EBA140; erythrocyte-binding antigen 140	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06576	GYPC; glycophorin C	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13849	RBP; reticulocyte-binding protein	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13822	HBA; hemoglobin subunit alpha	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13823	HBB; hemoglobin subunit beta	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13850	PFEMP1; erythrocyte membrane protein 1	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13851	RIF; repetitive interspersed family protein	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13852	STEVOR; subtelomeric variable open reading frame	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K10161	TLR9; toll-like receptor 9	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K04729	MYD88; myeloid differentiation primary response protein MyD88	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K10159	TLR2; toll-like receptor 2	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K10160	TLR4; toll-like receptor 4	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K05443	IL10, CSIF; interleukin 10	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13375	TGFB1; transforming growth factor beta-1	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13376	TGFB2; transforming growth factor beta-2	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K13377	TGFB3; transforming growth factor beta-3	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K10030	IL8, CXCL8; interleukin 8	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K05405	IL6; interleukin 6	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K14624	CCL2, MCP1; C-C motif chemokine 2	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K05423	CSF3, GCSF; granulocyte colony-stimulating factor	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K04519	IL1B; interleukin 1 beta	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K03156	TNFA; tumor necrosis factor superfamily, member 2	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K05406	IL12A; interleukin 12A	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K05482	IL18, IL1F4; interleukin 18	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06543	KLRB; killer cell lectin-like receptor subfamily B	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06728	KLRK1; killer cell lectin-like receptor subfamily K member 1	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K10784	TRAV; T cell receptor alpha chain V region	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K10785	TRBV; T-cell receptor beta chain V region	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K04687	IFNG; interferon gamma	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06259	CD36; CD36 antigen	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K04011	CR1, CD35; complement component (3b/4b) receptor 1	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06471	PECAM1, CD31; platelet/endothelial cell adhesion molecule	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06527	VCAM1; vascular cell adhesion molecule 1	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K16857	THBS1; thrombospondin 1	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K04659	THBS2S; thrombospondin 2/3/4/5	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06494	SELE; selectin, endothelial cell	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K05718	ITGAL; integrin alpha L	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06464	ITGB2; integrin beta 2	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06490	ICAM1; intercellular adhesion molecule 1	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K03161	TNFSF5, CD40L; tumor necrosis factor ligand superfamily member 5	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K03160	TNFRSF5, CD40; tumor necrosis factor receptor superfamily member 5	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K06496	SELP; selectin, platele	05144 Malaria [PATH:ko05144]	Infectious diseases	Human Diseases
K04687	IFNG; interferon gamma	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K05132	IFNGR1, CD119; interferon gamma receptor 1	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K05133	IFNGR2; interferon gamma receptor 2	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K11217	JAK1; Janus kinase 1 [EC:2.7.10.2]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04447	JAK2; Janus kinase 2 [EC:2.7.10.2]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K11220	STAT1; signal transducer and activator of transcription 1	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K08060	CIITA; class II, major histocompatibility complex, transactivator	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K06752	MHC2; major histocompatibility complex, class II	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14139	IRGM, LRG47; immunity-related GTPase family M protein [EC:3.6.5.-]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14140	IGTP; interferon gamma induced GTPase	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K13241	NOS2; nitric-oxide synthase, inducible [EC:1.14.13.39]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04694	SOCS1, JAB; suppressor of cytokine signaling 1	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14141	PFNL; profilin-like protein	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14142	TLR11; toll-like receptor 11	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04729	MYD88; myeloid differentiation primary response protein MyD88	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04730	IRAK1; interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K03175	TRAF6; TNF receptor-associated factor 6	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04427	MAP3K7, TAK1; mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04403	MAP3K7IP1, TAB1; TAK1-binding protein 1	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04404	MAP3K7IP2, TAB2; TAK1-binding protein 2	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04371	MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04440	JNK; c-Jun N-terminal kinase [EC:2.7.11.24]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04432	MAP2K3, MKK3; mitogen-activated protein kinase kinase 3 [EC:2.7.12.2]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04433	MAP2K6, MKK6; mitogen-activated protein kinase kinase 6 [EC:2.7.12.2]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04441	P38; p38 MAP kinase [EC:2.7.11.24]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04467	IKBKA, IKKA, CHUK; inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K07209	IKBKB, IKKB; inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K07210	IKBKG, IKKG, NEMO; inhibitor of nuclear factor kappa-B kinase subunit gamma	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04734	NFKBIA; NF-kappa-B inhibitor alpha	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K02581	NFKBIB; NF-kappa-B inhibitor beta	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K02580	NFKB1; nuclear factor NF-kappa-B p105 subunit	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04735	RELA; transcription factor p65	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K05406	IL12A; interleukin 12A	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K05425	IL12B; interleukin 12B	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K03156	TNFA; tumor necrosis factor superfamily, member 2	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K02161	BCL2; apoptosis regulator BCL-2	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04570	BCL2L1, bcl-xL; BCL2-like 1 (apoptosis regulator Bcl-X)	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K16060	BIRC2_3; baculoviral IAP repeat-containing protein 2/3	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04725	XIAP, BIRC4; E3 ubiquitin-protein ligase XIAP	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K16061	BIRC7_8; baculoviral IAP repeat-containing protein 7/8	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K05400	LY96, MD-2; lymphocyte antigen 96	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K10160	TLR4; toll-like receptor 4	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K03283	HSPA1_8; heat shock 70kDa protein 1/8	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K10159	TLR2; toll-like receptor 2	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K05637	LAMA1_2; laminin, alpha 1/2	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K06240	LAMA3_5; laminin, alpha 3/5	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K06241	LAMA4; laminin, alpha 4	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K05636	LAMB1; laminin, beta 1	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K06243	LAMB2; laminin, beta 2	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K06244	LAMB3; laminin, beta 3	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K06245	LAMB4; laminin, beta 4	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K05635	LAMC1; laminin, gamma 1	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K06246	LAMC2; laminin, gamma 2	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K06247	LAMC3; laminin, gamma 3	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K06485	ITGA6; integrin alpha 6	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K05719	ITGB1; integrin beta 1	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14143	SAG; major surface antigen	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14144	MIC3; microneme protein	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K13412	CPK; calcium-dependent protein kinase [EC:2.7.11.1]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K13845	AMA-1; apical merozoite antigen 1	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14145	RON2; rhoptry neck protein 2	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14146	RON4; rhoptry neck protein 4	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K12473	LDLR; low-density lipoprotein receptor	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14147	GRA7; dense granule protein 7	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14148	ROP2; rhoptry protein 2	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14149	GRA3; dense granule protein 3	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14150	GRA5; dense granule protein 5	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K03158	TNFRSF1A, TNFR1; tumor necrosis factor receptor superfamily member 1A	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04398	CASP8; caspase 8 [EC:3.4.22.61]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K02187	CASP3; caspase 3 [EC:3.4.22.56]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K08738	CYC; cytochrome c	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04399	CASP9; caspase 9 [EC:3.4.22.62]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04630	GNAI; guanine nucleotide-binding protein G(i) subunit alpha	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04534	GNAO, G-ALPHA-O; guanine nucleotide-binding protein G(o) subunit alpha	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K00922	PIK3C; phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K02649	PIK3R; phosphoinositide-3-kinase, regulatory subunit	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K06276	PDPK1; 3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04456	AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K02158	BAD; BCL2-antagonist of cell death	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K03161	TNFSF5, CD40L; tumor necrosis factor ligand superfamily member 5	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K03160	TNFRSF5, CD40; tumor necrosis factor receptor superfamily member 5	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K09565	PPIF; peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04180	CCR5; C-C chemokine receptor type 5	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K00461	ALOX5; arachidonate 5-lipoxygenase [EC:1.13.11.34]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K14151	ROP16; rhoptry protein 16	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K05443	IL10, CSIF; interleukin 10	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K05134	IL10RA; interleukin 10 receptor alpha	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K05135	IL10RB; interleukin 10 receptor beta	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K11219	TYK2; non-receptor tyrosine-protein kinase TYK2 [EC:2.7.10.2]	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K04692	STAT3; signal transducer and activator of transcription 3	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K13375	TGFB1; transforming growth factor beta-1	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K13376	TGFB2; transforming growth factor beta-2	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K13377	TGFB3; transforming growth factor beta-3	05145 Toxoplasmosis [PATH:ko05145]	Infectious diseases	Human Diseases
K10159	TLR2; toll-like receptor 2	05140 Leishmaniasis [PATH:ko05140]	Infectious diseases	Human Diseases
K10160	TLR4; toll-like receptor 4	05140 Leishmaniasis [PATH:ko05140]	Infectious diseases	Human Diseases
K04729	MYD88; myeloid differentiation primary response protein MyD88	05140 Leishmaniasis [PATH:ko05140]	Infectious diseases	Human Diseases
